000.0	抖
000.1	……不……行……
003.0	……那家伙……
003.1	……还撑着呢……!
004.0	好啊……死也不肯起来是吧……
005.0	那就去死。
007.0	……可恶……
008.0	抖
008.1	抖
008.2	……甩不掉。
008.3	嗡
008.4	……修比尔大人……
010.0	形移植中心
010.1	……你把养的猫杀了？
010.2	……是。
010.3	啊 父亲大人开口了
011.0	做得好。
012.0	……拜托了……
013.0	一颤
013.1	一颤
013.2	一颤
013.3	一颤
014.0	上界之门|圣云
016.0	！
017.0	来了……
017.1	来吧。
022.0	777|审判特任队
025.0	布莱克 明党(上界) [中议员]
026.0	咔哈哈哈-
026.1	平·怀特 明党(上界) [中议员]
027.0	咕咚……
027.1	戴德·佩尔 明党(上界) [中议员]
028.1	福德·雷德 明党(上界) [中议员]
030.0	上界宝物|比布利翁
031.0	挡住下界军，守住「既有的正义」。
032.0	这是「艾尔」大人的旨意。
032.1	圣哉。
033.0	上|界军|!!!
033.3	咕咕咕……特任队还配上连任的中议员……
034.0	挑了个好日子啊~
038.0	咚
038.1	咚
038.2	咚
045.0	「瘟疫之旗」|PLAGUE FLAG
053.0	竟然支持那种无能的暗党~ 阳间那帮家伙到底在想什么？
053.1	咕咕咕……明党的中议员比我们的中议员强嘛……？
054.0	呼……连你也不行了吗，尊娜娜……
054.1	伊辛。[UKO] 测试。
056.2	咕咕咕……是啊……如今那种才叫经济实惠……
056.3	砰
057.0	咻
057.1	咻
057.2	太小了!!
058.0	太小了……
058.1	雷德。
058.2	揉 揉
059.0	完成。
059.1	折纸
059.2	「战斗机」
060.0	咻~
065.0	咔哈哈~ 活该啊你们这些苍蝇!!
065.1	咕咚……全灭了……
066.0	什么啊 尚!!
066.1	那家伙……暗力的规格根本不是中议员级别……
066.2	「比布利翁」
066.3	是那卷轴的特殊力量。
068.0	咯吱
069.0	完成。
069.1	折纸「轰炸机」
073.0	第二段。
074.3	「逆行」
074.4	咔啊啊啊啊!!!
074.5	咕咚 是是是是!!
076.0	「长眠者」|Long sleeper
077.2	芭……芭蕉扇……?!
078.0	飞机的弱点果然还是风吧？
078.1	帕朱朱 暗党(下界) [辅佐官]
078.2	芭蕉扇 Mk.Ⅱ
078.3	裘勒迪 [无业]
078.5	咯吱
079.0	芭蕉扇
079.1	果然还是得归我!!!
079.2	物欲 +100
079.3	呃;
079.4	给我
079.5	我! 我!
079.6	啊……少爷您就消停点吧……;;
079.7	蹦
080.1	辅佐官这时候才冒出来，之前干嘛去了……？
080.2	咯嘣 咯嘣
080.3	主角病!!
080.4	我要捅穿你，帕朱朱!!!!
080.5	咯嘣
081.0	哎呀~ 大家都让着点嘛。
081.1	本来人手就不够。
081.3	哇
081.4	哇
081.5	哇
081.6	哇
081.7	哇
081.8	哇
081.9	哇
082.0	+ 黏着力强化 +
083.0	外变形|「阿喀琉斯之踵」
088.0	咕噜
088.1	咕噜
088.2	咕噜
089.0	噗- 所以说，就凭一件妖怪法宝也敢嚣张？
089.1	咕咚 是是是 是是是
093.0	啊……
093.1	【半·战争手】
093.2	因为我手里可不止一件妖怪法宝……
055.1	超微型自爆飞行团
