000.0	大家好，我是索。
000.1	非常抱歉，因为宿疾恶化，第三季将改在每月更新一次的「每日+」上连载。
000.2	恳请各位读者谅解。
000.3	再次致歉，也谢谢大家。
001.0	梦，
001.1	既是过去，也是未来，|也是现在。
002.0	梦游桃源
003.0	开票者营地
004.0	好久不见.. 「张光男」
005.0	看来是死了..
005.1	嘻嘻。别怕~
005.2	反正我不是死神。
007.0	好久不见啊~ 光男
008.0	• 24岁 D-10E|死因: ????
008.1	啊... 不是..
008.2	快走吧。
008.3	张光男这小子|居然一副|蔫头耷脑的样子...
009.0	哎哟~ 这不是谁嘛?!!
009.2	我的乖崽~!!
012.0	别哭了 头疼
012.1	对女人，
012.5	没有觉悟就别|随便扑上来。
014.0	我是修宾·战争手-
014.1	伟大的暗党|大议员~
014.2	锵~
014.3	来~ 哪一个|才是我的真身呢~？
017.0	..大哥??..
018.0	看来这家伙|根本没把你|放在眼里啊..?
018.1	这样一来我就不欠你的了。张.光.南.
020.0	光男。
021.0	「宇宙大选」
023.0	.. 我不会再
023.1	为了任何东西，
023.2	牺牲我自己。
023.3	你..!!
026.0	玄奘.. 借你的眼皮一用。
026.1	是! 老师。
029.0	眨眼之间
029.1	不用担心你的部下。
029.2	只是把「层」强制|分离开了而已。
029.3	...层..？
030.0	你.. 到底是什么人？
036.0	什.. 什么啊...
037.0	这里又是哪儿...
037.1	这里是你灵魂的最深处。|是阿特曼。
038.0	这么空空荡荡的|居然是我的灵魂...
039.0	可恶.. 盖尔曼说得没错。
039.1	是当上开票者后|为了公正才变的，
039.2	之前并非如此，|不必伤心。
040.1	那种事你怎么会知道？
040.2	死前备份下来的|现在这副模样|就是证据。
040.3	哦..
041.1	这么一说，心里|又像从前一样|平静下来了..?
041.2	抱歉~
042.0	我当开票者的时候|是不是挺讨厌的？ 呵
042.1	我只是在好好履行|开票者的职责罢了。
043.0	哟~ 挺大度嘛？ 太谢谢了~ 呵
043.1	不过.. 找我什么事..?
044.0	你。想救方巴达吧？
044.1	你怎么|会知道..?!?
045.0	啊，不是!|能救得了?!?
045.1	能。
046.0	怎么救!?
046.1	那面镜子不是碎了|再也出不来了吗..!!
046.2	当然，靠戈耳工是出不来的。
047.0	-所以
047.1	必须从戈耳工的紧急出口|「紫色圣室」把她弄出来。
048.0	什么?? 圣室?!
048.1	很久以前，神造了层狱〈戈耳工〉，
049.0	以及作为〈戈耳工〉|紧急出口钥匙的|〈白色果汁〉，|放进了自己的|抽屉，也就是|阳间，
049.2	找到那〈白色果汁〉，放进绝对法具〈EXIT〉里焚烧...
050.0	刚才说的戈耳工的〈紧急出口〉
050.1	〈紫色圣室〉就会出现，从而得以逃脱。
050.2	就能.. 再见到奶奶了!!!
051.0	所以你。必须在|迦密层被攻破之前，|赶在修宾前面|找到那份白色果汁。
051.1	什么?!
052.2	修宾很早以前就在|戈耳工里聚集凶亡，|准备一旦在这次宇宙大选|中落败，就让阳间〈灭亡〉。
053.0	可方巴达却往里头泼了盆冷水..
053.1	这个卑鄙的|混蛋!!!!
054.0	神为防备这种事，设定了|紫色以上的存在无法找到|白色果汁，
054.1	但修宾用彩色圣果汁和|长着眼睛的电话，让人类|自己去找出来。
055.0	白色果汁，
056.0	是靠人类的「渴求」为生的。
056.1	所以那些圣果汁|才会四面八方|散播开来啊
057.0	如果那时候... 德衡没挡住的话....
057.1	绝不宽恕。
057.3	「向毒品宣战」宣言
057.4	说不定这世界早就
057.5	可是... 阳间的东西，|我一个死人要怎么拿过来？
058.0	用〈层眠〉借助梦境，|就能从过去的阳间
058.2	一直往来到|现在的阴间。
058.3	...梦?!
059.0	梦是既非阳间也非阴间的|无界之域。
059.1	找到白色果汁贴在舌头上|再从梦中醒来，
059.2	就能把它带到这里。
060.0	.....可是...
060.1	...万一我太喜欢梦里的阳间|不肯回来的话...
060.2	那也是你的选项之一..
061.0	终究，
061.3	只要别忘了：该发生的事|无论如何都会发生。
063.1	是啊。所以才会时不时|感到那种违和感..
064.0	和载华一次次错过也是...
064.1	是我害怕再次受伤的|潜意识在..
065.1	...真没出息....
065.2	呃... 那么，没拿到白色果汁|就从梦里醒了，意思是..
065.3	说明你的脑袋又碎了一次。
066.1	那么难道..
066.2	这次并不是|第一次层眠...
066.3	刚才是。
067.0	第56亿7000万次。
067.1	什么!!!!|那么多次!?!
068.1	我们。是在三藏的「眨眼之间」里，
069.1	以梦的速度存在着，|所以你说的现实|连一秒都还没过去。
069.2	呃....唔...
069.3	虽然不太懂，但太好了...
070.0	正因为迦密层连那一秒|都可能被攻破，
070.1	最好别太放心。
071.0	哼.. 快点再让我睡过去。
071.1	这次一定要把一切|都想起来，
071.2	赶在狗贩子前面|把白色果汁拿回来..!
073.1	那个.. 我是真的|想不起来才问的...
073.2	你到底是什么人..？
074.0	到底是什么人，|才会这样帮我.. 帮我们..？
075.0	我们... 是你们最后的机会...
079.0	• 再等一等
082.0	...我会来接你
086.0	就在那时。
087.0	玄奘迟了一步才察觉，有什么东西正以眨眼的速度|从自己背后逼近。
094.0	..如意棒?!!
095.1	孙|暗党(下界)|[中议员]
096.0	筋 斗 云
096.1	老师!!|暗党偷袭!!
096.2	下界空军007
099.0	下界之门 地狱之口
100.0	下界陆军007
110.0	这一天。开票者的|阿特曼分裂成了七道。
111.0	第7次|下界空袭
112.0	今天说什么|也要撕下开票者的|最后一张票!!
112.1	..总之先请您移驾!
113.1	遁甲术「白马」
118.1	Shield|『圣甲虫』
119.0	凯布利|[凶亡]|死因|活埋
126.1	参孙|[凶亡]|死因|崩塌
133.0	恶爪部队
146.3	啧，这个.. 靠近可不容易啊。
147.1	基斯12|[三大凶亡]|死因|天罚
151.1	开票者觉醒之后，|凶亡们的等级全都上去了。
152.0	安提|暗党(下界)|[小议员]
154.0	哼，说到底|也就是一坨屎
155.0	海默罗|暗党(下界)|[小议员]
158.0	修宾大人...
158.1	贝尔|暗党(下界)|[小议员]
160.1	咕咕咕.. 一看就知道|尚的血亲是谁了...
161.0	裘纳纳·战争舌|暗党(下界)|[大议员]
161.2	呵呵呵呵~ 这届小议员|比空降的猴子好用多了？
161.3	尚·战争棒|暗党(下界)|[大议员]
162.0	哎呀~ 别这么说嘛，|他一个人不是把基斯12|应付得挺好的？
162.1	修宾·战争手|暗党(下界)|[大议员]
162.2	尚! 光那样|还不够!!|那猴子现在|可是暗党的|中议员了!!!
163.0	咕咕咕.. 开票者|那边怎么样了..？
163.2	我看看..
164.0	咦......？
164.1	透视模式
164.2	好像有点... 不对劲？
168.0	....可恶....
168.1	看情况又失败了吧..;;
169.0	咦??
169.1	啊...
169.2	那家伙，难道|还在层眠中?!?!
169.3	这小子- 年纪最小|倒是挺争气..
171.1	喂，你干什么呢?!
171.3	醒、醒了怎么办..!!
171.5	喂我说你，
173.1	可恶。
173.2	你又是谁?!!
174.1	什么~!??
174.2	这疯子;; 现在没看见|那边什么情况吗?!?
175.2	搞什么名堂!?!
176.0	可恶，完了; 跟这家伙|根本说不通
176.1	那时候的我可是|一辈子最犟的时候..
176.2	..咦? 是吗;
177.0	你们去拦一下那家伙!
177.1	啊?? 喂..!!!
179.0	是在看开票者的脸色吗..!!
181.0	...煮熟的鸭子飞了..
182.0	....什、什么??
183.0	好久不见，光男。
184.0	打嗝
180.0	哇啊!! 喂!!|你疯了?!|到底怎么回事|啊真是-
175.3	别叽叽歪歪|放马过来!!!|我们之中|最强的是
175.4	我!!
135.0	歌利亚|[凶亡]|死因|投石
