FILE	000.png	1170	2532
L	309	298	382	59	0.50	제가 가진게 꼴랑
L	312	360	378	55	0.50	요괴 물건 하나가
L	393	417	251	63	1.00	아니라서...
L	805	1225	40	40	0.50	1⑥
L	768	1265	40	40	0.30	®
L	220	1295	91	176	0.50	구
FILE	001.png	1170	2532
L	629	29	165	63	0.50	역시는
L	621	95	187	70	0.50	역시지.
L	253	1007	191	52	0.50	워핸드..!
L	646	1958	205	116	0.50	엑, 뭐야?
L	630	2261	188	92	0.50	저게 왜
L	613	2329	233	95	0.50	저기 붙어
L	642	2393	186	96	0.50	있어??
FILE	002.png	1170	2532
L	286	462	184	64	0.50	마, 말세
L	309	522	150	58	0.50	입니다
L	327	581	132	55	0.50	다닥;;
L	639	1585	217	56	0.50	불경하다..
FILE	003.png	1170	2532
L	404	654	275	81	0.50	<중급>
L	242	738	600	168	0.50	「동시접기」
FILE	004.png	1170	2532
L	312	1702	431	141	0.50	「 우_봄」
FILE	005.png	1170	2532
L	316	36	438	145	0.50	「좌_ 」
L	268	2262	555	210	0.50	「 융합」
FILE	006.png	1170	2532
L	463	1825	180	67	1.00	어디...
L	378	1891	320	66	1.00	이것도 한 번
L	430	1961	257	69	0.50	날려 봐...
FILE	007.png	1170	2532
FILE	008.png	1170	2532
FILE	009.png	1170	2532
L	411	1283	265	59	0.50	종이접기는
L	433	1341	221	63	1.00	너무 오래
L	426	1405	243	60	0.50	걸린다고..
L	345	1953	66	37	0.30	꾸깃
FILE	010.png	1170	2532
L	555	113	287	63	1.00	감사합니다
L	378	139	44	47	0.30	휙
L	573	189	258	73	1.00	마스터!!!
L	585	404	125	77	0.50	아버님
L	779	448	91	66	0.30	나취
L	562	463	125	73	0.30	의손
L	754	625	110	70	0.50	나줘!
L	555	1238	170	68	0.50	흥, 감히
L	544	1299	187	52	0.50	요괴라고
L	551	1350	180	71	0.50	했겠다?
L	334	2198	236	58	1.00	아..하하..;;
L	349	2254	206	54	0.50	그건 대화
L	341	2309	221	59	1.00	흐름상..;;;
FILE	011.png	1170	2532
L	242	104	243	60	1.00	..원숭이..!
L	691	946	132	74	0.50	꼴깍;
L	651	1008	206	55	0.50	요괴 본인
L	691	1066	136	55	0.50	등판..
L	706	1710	80	55	0.30	풉-
L	662	1773	161	51	0.50	키스12
L	669	1828	147	55	0.50	한테도
L	691	1887	99	55	0.50	빌빌
L	636	1946	209	55	0.50	거리던 게
L	650	2004	191	53	0.50	허세는~
FILE	012.png	1170	2532
L	478	88	136	48	0.50	..빌빌?
L	581	1405	220	107	0.50	기습에
L	503	1506	354	122	0.50	장사나기
FILE	013.png	1170	2532
L	331	1571	29	33	0.30	휘
L	445	2193	29	33	0.30	릭
FILE	014.png	1170	2532
L	691	1880	161	132	1.00	!!!
FILE	015.png	1170	2532
L	356	172	327	55	1.00	여기에 너보다
L	316	235	408	66	1.00	아랫사람은 없다.
L	615	1044	122	89	1.00	0000
L	515	1074	88	70	1.00	1~
L	566	1380	228	66	1.00	목소리를
L	584	1453	195	66	0.50	낮춰라.
L	735	1986	136	78	0.30	풉-
FILE	016.png	1170	2532
L	239	37	375	260	0.50	) 여기에,
L	301	104	509	283	0.50	사람이 어딨니
FILE	017.png	1170	2532
L	298	558	526	217	0.50	저울」
FILE	018.png	1170	2532
L	682	213	73	100	0.30	홀쭉
FILE	019.png	1170	2532
L	327	125	69	84	0.30	척
L	331	311	61	74	1.00	0000
L	356	1125	69	37	0.30	빠직
L	588	1615	187	40	0.50	잔재주를...
L	606	1973	214	116	0.50	꺄하하
L	595	2270	232	71	0.50	발리니깐
L	618	2340	180	73	0.50	잔재주
L	610	2406	191	88	0.50	란다~!
FILE	020.png	1170	2532
L	264	139	161	51	0.50	쿡쿡쿡..
L	261	186	166	52	0.50	여의봉이
L	242	238	206	49	0.50	이쑤시개가
L	246	286	198	52	1.00	됐습니다..
L	286	1368	290	52	1.00	마지막 기회를
L	286	1424	284	61	0.50	주마 원숭이.
L	481	2295	239	53	1.00	지금이라도
L	448	2358	302	53	1.00	상계를 위해서
L	518	2415	166	59	0.50	싸워라.
FILE	021.png	1170	2532
FILE	022.png	1170	2532
L	353	150	158	55	1.00	하아....
L	371	320	44	55	0.30	벅
L	423	408	44	51	0.30	벅
L	470	988	331	61	1.00	그래... 마지막
L	448	1063	371	62	0.50	기회다 이거지..
L	202	1353	669	390	0.30	뚜두부
FILE	023.png	1170	2532
L	353	135	338	66	0.50	쟝난감 뺏기고
L	374	207	291	71	0.50	울지나 마라
L	349	278	364	80	0.50	요 꼬맹이들아.
L	250	2192	573	218	0.50	신통력
FILE	024.png	1170	2532
L	221	1498	695	1023	0.50	우
FILE	025.png	1170	2532
L	212	-3	592	2528	1.00	110010
FILE	026.png	1170	2532
L	419	368	228	99	1.00	72 체
L	236	444	608	185	0.50	「분신술」
FILE	027.png	1170	2532
L	158	915	757	560	0.30	펑;
FILE	028.png	1170	2532
FILE	029.png	1170	2532
FILE	030.png	1170	2532
L	195	341	224	133	1.00	이런
L	228	478	242	159	0.50	샹!!
L	434	735	58	47	0.30	부•
L	485	739	44	51	0.30	들
L	570	809	40	51	0.50	들
L	478	897	40	47	0.50	부
L	191	1423	268	106	0.50	망들의
L	191	1537	275	103	0.50	기세가
L	231	1648	195	110	0.50	다시
L	187	1758	279	111	0.50	살아났
L	191	1872	268	106	0.50	잖아!!
FILE	031.png	1170	2532
L	338	927	320	55	0.50	망상연합이라...
L	489	2197	334	51	1.00	이럴땐 우리도 좀
L	500	2253	317	59	1.00	뭉쳐야 하는데..
FILE	032.png	1170	2532
L	323	300	283	60	0.50	...좀 쓸만한
L	308	367	331	63	0.50	중의원 놈들은
L	518	1857	177	64	0.50	이 핑계
L	437	1921	342	74	0.50	저 핑계.. 몸만
L	499	1985	221	66	0.50	사리니...
FILE	033.png	1170	2532
L	283	301	187	66	1.00	우리가
L	261	370	235	67	0.50	영멸되면
L	283	444	150	67	0.50	거저
L	257	514	235	66	0.50	대의원이
L	279	584	195	70	0.50	될 텐데
L	283	658	187	70	0.50	참전할
L	283	731	187	67	0.50	리가~
L	235	1537	202	122	0.50	이런
L	194	1644	316	139	0.50	원숭이
L	827	1674	99	66	0.30	죽)
L	261	1784	183	88	0.50	만도
L	945	1799	51	47	0.50	사
L	261	1884	187	107	0.50	못한
L	199	1996	307	129	0.50	놈들!!
FILE	034.png	1170	2532
L	260	674	156	82	1.00	!!!!
L	609	1401	215	64	0.50	오, 드디어
L	607	1457	228	55	0.50	손을 인정?
L	617	2122	284	192	0.50	샹!!
FILE	035.png	1170	2532
L	309	150	312	51	0.50	아 왜~ 분신술에
L	305	202	323	51	0.50	암력을 절반 이상
L	334	252	254	50	0.30	태워줬구만 ㅋ
L	250	371	58	37	0.50	번쩍
L	478	404	58	33	0.50	번쩍
L	312	437	44	22	0.30	번쩍
L	286	872	147	48	1.00	그러고
L	286	926	154	52	1.00	보니...
L	511	1530	305	51	0.50	우리 잘난 사신
L	504	1589	323	40	0.50	나리들은 아직도
L	500	1641	349	59	1.00	그러고들 있나..?
FILE	036.png	1170	2532
L	581	342	106	139	0.30	편
L	522	493	88	88	0.30	펴
L	275	791	117	128	0.30	펑
L	301	1202	224	42	1.00	뭐 아무래도...
L	562	1880	80	44	0.50	너무
L	452	1924	294	48	1.00	오랜 시간 잘못된
L	478	1972	246	48	0.50	정의에 물들어
L	489	2015	228	54	1.00	있었으니깐..
FILE	037.png	1170	2532
L	279	1663	507	100	0.50	하계 교도소
L	327	2329	143	95	0.50	넷!
L	279	2421	228	106	0.50	폐하!
FILE	038.png	1170	2532
L	283	172	77	80	0.50	천
L	522	820	231	84	0.50	슬래셔
L	525	937	243	60	0.50	교도소장
L	246	1383	176	95	0.50	사자
L	246	1471	258	94	0.50	놈들은
L	250	1556	161	95	0.50	아직
L	250	1637	172	106	0.50	이냐
L	242	1714	161	121	1.00	?!?
L	489	2141	257	73	0.50	염 헬 2세
L	500	2259	253	77	0.50	하계 왕
FILE	039.png	1170	2532
L	286	145	199	50	1.00	그.. 그게...
L	268	1272	489	225	0.50	주목
L	375	2148	375	96	0.50	우린, 군인이
L	277	2210	541	97	0.50	아닌 사신이다!
FILE	040.png	1170	2532
L	275	1070	526	96	0.50	사신은 어떠한
L	279	1166	467	92	1.00	상황에서도
L	272	1254	574	112	0.50	령을 인도한다!
L	260	2035	534	113	0.50	가서 맡은 바
L	231	2145	592	107	0.50	사신의 책무를
L	279	2236	467	137	0.50	다하라!!!
FILE	041.png	1170	2532
L	691	72	129	46	0.50	다해라.
L	448	1287	235	206	0.50	명.
FILE	042.png	1170	2532
L	189	1055	790	232	0.30	받잡겠!
L	217	1269	848	261	0.50	습니다!!!
FILE	043.png	1170	2532
L	283	234	265	71	1.00	아시듯이..
L	264	307	291	65	0.50	사자 놈들이
L	264	382	294	63	0.50	지부장 놈들
L	342	456	128	62	0.50	말만
L	286	528	239	64	0.50	들어서..
L	279	1180	228	85	1.00	제대로
L	242	1273	301	81	0.50	고문하고
L	260	1360	247	89	1.00	있는 거
L	283	1456	169	81	0.50	맞아
L	290	1541	143	96	1.00	?!?
L	353	1825	95	80	0.50	왜
L	283	1921	239	73	0.50	끄떡도
L	275	2000	254	98	1.00	안 하는
L	261	2075	268	114	1.00	건데!!!
FILE	044.png	1170	2532
L	552	155	149	103	0.30	니놈
L	517	243	219	120	1.00	때문에
L	446	325	369	148	0.50	내가 슈빌님
L	458	427	355	142	0.50	뵐 면목이..
L	617	816	188	75	0.50	죄, 죄송
L	610	881	207	62	1.00	합니다!!
L	603	941	217	61	1.00	정말 매일
L	581	1000	265	56	0.50	최고 레벨로
L	610	1063	206	59	0.50	고문하고
L	614	1121	206	57	1.00	있는데...
L	389	2093	187	59	0.50	워낙에..
L	378	2151	203	65	0.50	쇠고집들
L	382	2211	202	55	1.00	이라서...
FILE	045.png	1170	2532
FILE	046.png	1170	2532
L	647	150	114	37	0.50	..이브..
FILE	047.png	1170	2532
L	477	616	126	36	0.50	아담은 신이
L	478	643	125	33	0.50	직접 빚어낸
L	481	673	114	29	0.50	신연이지만
L	691	1062	140	30	0.50	아담의 봉제품
L	724	1088	55	29	0.50	일뿐
L	371	1144	80	33	0.50	천천히
L	356	1173	114	33	0.50	꼭꼭 씹어.
L	710	1685	97	29	0.30	제할라.
L	286	1880	172	40	0.50	그런 네가
L	286	1920	184	44	1.00	아담의 눈에
L	643	1957	97	37	0.50	아마...
L	286	1964	187	45	0.50	절대 찰리가
L	595	1990	176	44	0.50	곧 버려지고
L	334	2008	91	40	0.50	없지...
L	643	2031	91	44	0.50	말걸?
FILE	048.png	1170	2532
L	423	2116	239	63	0.50	...자책 끝.
FILE	049.png	1170	2532
L	511	728	73	22	0.50	SAAAK
FILE	050.png	1170	2532
L	592	1851	22	55	0.30	단군-
FILE	051.png	1170	2532
FILE	052.png	1170	2532
FILE	053.png	1170	2532
L	331	1033	441	122	0.50	이런 샹!!
L	640	1254	198	320	0.30	떡
FILE	054.png	1170	2532
L	316	463	478	184	0.50	더는 못
L	334	617	445	200	0.50	참아!!
FILE	055.png	1170	2532
L	342	1170	128	52	1.00	저런..
L	286	1225	235	51	1.00	나중을 위해
L	286	1279	221	57	0.50	힘 좀 아껴
L	286	1338	228	57	0.50	두라니깐..
L	673	2020	125	67	0.50	후후,
L	640	2078	187	55	1.00	이정도면
L	658	2141	147	55	0.30	샹치곤
L	684	2200	99	51	0.50	오래
L	632	2261	214	62	0.50	참은거지.
FILE	056.png	1170	2532
FILE	057.png	1170	2532
L	261	2071	412	118	0.50	FU L
L	239	2208	573	320	0.30	발2
FILE	058.png	1170	2532
FILE	059.png	1170	2532
FILE	060.png	1170	2532
FILE	061.png	1170	2532
L	246	1589	364	162	0.30	원바
FILE	062.png	1170	2532
FILE	063.png	1170	2532
FILE	064.png	1170	2532
FILE	065.png	1170	2532
FILE	066.png	1170	2532
FILE	067.png	1170	2532
FILE	068.png	1170	2532
L	717	437	176	96	0.50	전부
L	627	518	381	108	0.50	죽을거다..
L	362	1483	544	341	0.30	타다;
FILE	069.png	1170	2532
L	232	2095	262	219	0.50	온다!
FILE	070.png	1170	2532
L	415	0	253	59	0.50	<고다>
L	245	72	576	141	0.50	「동시접기」
FILE	071.png	1168	2414
FILE	072.png	1169	1327
L	697	134	167	865	1.00	190,000000
FILE	073.png	1170	2532
L	390	150	84	40	0.50	완성.
L	239	2130	592	372	0.30	휴일콤
L	401	2134	412	165	0.50	이접기
FILE	074.png	1170	2532
L	798	820	228	114	0.50	오오.
L	636	1155	441	100	0.50	비블리온을
L	643	1313	338	99	1.00	4장이나
L	250	2001	209	180	0.50	12
FILE	075.png	1170	2532
FILE	076.png	1170	2532
L	474	725	378	55	1.00	내가 너를 기억하마.
L	699	1685	51	33	0.50	1잉
L	198	2141	706	258	0.50	「원능」
FILE	077.png	1169	2281
FILE	078.png	1170	2532
FILE	079.png	1170	2532
L	224	0	316	327	0.50	이
L	662	2428	147	70	0.50	권능?
FILE	080.png	1170	2532
L	337	101	434	91	0.50	암당의 권력이...
L	282	1194	561	110	0.50	당을 초월했다..?
FILE	081.png	1170	2532
L	382	375	423	180	1.00	그래서,
L	250	529	651	184	0.50	어쩌라고!!
L	654	1755	250	246	0.30	콰
L	246	2037	659	183	0.50	전력변형
L	257	2208	647	220	0.50	「신궁」
FILE	082.png	1170	2532
L	283	2237	217	103	0.50	나를,
FILE	083.png	1170	2532
L	268	1941	442	129	0.50	숭배하라.
FILE	084.png	1170	2532
FILE	085.png	1170	2532
FILE	086.png	1170	2532
L	643	224	309	247	0.30	핑-
FILE	087.png	1170	2532
FILE	088.png	1170	2532
L	412	235	73	62	0.50	!!
L	250	1110	213	125	0.30	빠직
L	234	1386	210	126	0.50	뭐야
L	265	1478	191	127	0.50	상!!
FILE	089.png	1169	2450
L	557	45	220	60	0.50	...꼴까닥.
L	446	2228	169	63	0.50	전부...
L	411	2292	213	62	0.50	썩어버려
FILE	090.png	1170	2532
FILE	091.png	1170	2532
FILE	092.png	1170	2532
L	239	974	235	151	0.30	간지례
L	279	1077	165	140	0.30	샹!
L	559	1122	40	44	0.30	벅
L	717	1210	44	47	0.30	벅
L	268	1328	529	139	0.30	워배트
L	268	1435	555	144	1.00	Stimode
L	441	1799	239	52	1.00	...오히려 더
L	599	1864	243	54	1.00	강해졌어..;;
L	724	2156	51	47	0.30	펑
FILE	093.png	1170	2532
L	323	136	195	77	1.00	마지막
L	331	209	176	55	0.50	기회다
L	323	271	202	70	0.50	꼬맹이.
L	614	360	36	36	0.30	펑
L	386	1655	335	78	1.00	하계를 위해
L	448	1736	224	88	0.50	싸워라.
L	614	2351	121	136	0.30	익
FILE	094.png	1170	2532
L	636	507	261	129	0.30	빠직
L	625	890	191	47	1.00	이.. 이놈..!
L	717	1836	128	51	0.50	꾸욱..
FILE	095.png	1170	2532
L	286	24	180	49	0.50	...진짜냐
L	398	71	126	51	1.00	레드...
L	529	1317	239	51	1.00	...정말 우리의
L	614	1368	158	47	1.00	정의는...
L	271	2389	232	52	1.00	...여기까지인
L	353	2439	125	48	1.00	거냐....
FILE	096.png	1170	2532
L	555	224	44	58	0.30	뽕
L	570	960	44	58	0.30	뽕
L	337	1582	411	432	0.30	팟
FILE	097.png	1170	2532
L	294	1792	496	736	0.30	뿌
FILE	098.png	1170	2532
L	221	0	632	2131	0.50	1o-o
FILE	099.png	1170	2532
FILE	100.png	1170	2532
L	437	208	96	36	1.00	1고
L	470	2322	106	63	0.50	파직
FILE	101.png	1170	2532
L	470	0	110	48	0.30	파식
L	283	294	114	63	0.50	파직
L	706	441	121	62	0.50	파직
L	364	861	106	63	0.50	파직
L	489	1333	146	90	0.50	파직
L	636	2090	88	81	0.50	저,
L	629	2178	183	70	0.50	저건..!
FILE	102.png	1170	2532
L	636	95	77	48	0.50	파직
L	386	168	80	48	0.50	파직
L	791	309	80	59	0.50	파직
L	389	518	91	37	0.30	파직
L	695	647	36	33	0.50	파
L	305	812	84	52	0.50	파직
L	584	960	69	40	0.30	파직
L	603	1088	169	37	0.50	상계국 보
L	551	1140	264	96	0.50	오파님
L	349	1225	80	47	0.50	파직
L	592	1258	202	77	0.30	종말급
L	614	1342	158	70	0.50	전 차
FILE	103.png	1170	2532
L	330	93	126	55	0.50	슈빌..
FILE	104.png	1170	2532
FILE	105.png	1170	2532
L	386	305	36	22	0.50	제법
L	353	327	103	22	1.00	끔찍한 일을
L	349	353	110	22	1.00	저질렀구나?
L	676	430	22	22	0.30	엘
L	658	463	40	22	0.50	대전
L	286	1273	121	33	0.50	그 아담을
L	279	1306	140	33	1.00	이런 식으로
L	599	1324	99	29	0.50	잔머리가
L	286	1337	126	40	0.50	멸하다니..
L	584	1354	125	29	0.50	굉장하네..?
L	684	1637	33	33	1.00	이
L	658	1677	88	33	0.50	대천 사
L	390	1865	103	37	0.50	못 보던
L	706	1894	55	33	0.50	에덴
L	374	1904	140	40	1.00	녀석인데..
L	695	1932	80	33	0.50	밖에서
L	699	1961	77	33	0.50	왔나?
L	761	2222	29	25	0.50	오
L	732	2255	88	33	0.50	대천사
FILE	106.png	1170	2532
L	430	1313	91	48	0.50	파직
L	794	1814	40	44	0.50	직
L	279	2093	99	59	0.50	파직
L	555	2274	88	55	0.30	파직
L	345	2406	143	55	0.50	'오'다.
FILE	107.png	1169	2369
FILE	108.png	1170	2532
L	474	25	147	99	0.50	오.
L	407	159	254	63	0.50	명당 (상계)
L	397	227	264	73	0.50	[대의원]
L	404	2086	264	70	0.50	명이 옳고
L	360	2159	357	82	0.50	암이 그르다.
FILE	109.png	1170	2532
L	518	1379	125	30	0.50	SAAAK
L	25	2359	1125	52	0.50	만화는입구가아닌탈출구입니다 따라하지마시고해소하세요
L	912	2424	235	37	0.50	@: SVVVK.exe
