000.0	明为正，暗为邪。
000.1	正义的象征..
001.0	肉.. 掉得也太狠了吧..?
001.1	是药物副作用吧。
001.2	啊...
002.0	果然如此.. 咕咕咕咕...
003.1	圣哉!
003.2	圣哉!!
005.0	圣哉!
009.0	暗为正
009.1	明为邪!!
010.0	咕噜噜
010.1	...土豆热狗...
015.1	哎呀.. 烤过头了..
019.2	天罚|「雷雨」
023.0	这... 太荒唐了..
025.0	奥法尼姆
025.1	终末级最强兵器。
026.0	唯一的缺点是，
026.1	敌军也好，
027.0	友军也罢，
027.1	一个不剩。
031.2	咕咕咕..|毫不留情|啊...
032.0	帕朱朱 我想要那个
032.1	芭蕉扇 避雷针模式
032.2	那个.. 我也想要呢;;
032.3	喂~ 尚，要是完事了我就..
037.0	嘿嘿
037.2	变大吧。
038.0	战争棒|「避雷针模式」
039.0	青筋
039.1	青筋
039.2	青筋
039.3	变小吧，猴子。
039.4	..啊？
040.0	咦~？
040.2	抽搐
040.3	抽搐
040.4	突然怎么了~？
040.6	是!
040.7	72体|「变身术」
042.0	奇耻|大辱|!!!
044.0	这一次
044.1	是我们赢。
045.0	咕咕咕...
045.1	那还用说。
045.2	嘿嘿-
050.0	马赛克部位不会受到伤害，但也无法造成伤害。
050.1	也就是说，目前可行的攻击只有..
051.0	阳间TV|羊肉串
051.1	咕咚
052.0	奥法尼姆|「妙尔尼尔」
053.3	好~~
053.4	战争棒|「如意」
053.5	我们，
063.0	是庆典啊，光男...
066.2	天、天要塌了...
067.0	<肉头村>
068.0	总、总觉得.. 这次不太对劲啊？
069.0	嗅..! 难道 大议员级出手了..
069.1	仁者|肉头牌|丙洞队长
069.3	猛奇|肉头牌|丁洞队长
069.4	哈鲁邦和贤宇|还在那么|折腾吗?!?
069.5	咚..|嗯..
070.0	唉- 怎么想都觉得是被三神摆了一道，真憋屈..
070.1	兰波|肉头牌|甲洞队长
071.0	<中村地下2层 - 北斗村>
071.1	抖 抖
071.2	贤宇|肉头牌|乙洞队长候补
072.0	集中。
072.2	对不起!!
073.0	那、那个 三神...
073.2	真的.. 光靠这个就能变强吗..?
074.0	三神!! 你想守住!!中立!!的心|我懂!! 但这次大选!!|早就失去公正了!!
074.1	请帮帮|我们!!!
074.2	帮!!|帮我们!!
075.0	这样下去|我帮不上|大哥的忙
075.2	好吧.. 我帮你们。
075.3	天天吵死了....
075.4	真、真的|吗?!
076.0	..不过..
076.1	要是训练失败，你们就干干净净地放弃张光男。
076.2	三神|中村之主
077.0	你现在是在怀疑我？
077.1	对不起|!!!
079.0	又一个!!|完成!!|(咔嘣)
080.0	一群蠢货...
082.0	等着吧!!|老弟!!
082.1	<特训>|堆1000座|100米许愿塔
084.0	哈哈哈~ 开票者这回还守得住票吗~
084.1	奉先|死亡票|99张
085.0	地龙(脉)|死亡票|41张
086.0	世世|死亡票|1张
040.8	快点|尚!!
005.1	圣、
016.0	全军，|进攻——
054.4	我要|开动了~!!!
054.5	这就是正义!!!
